Отметка времени;Id;Пол;Возраст;Максимальный рейтинг в Доте;Рейтинг в доте на данный момент;Количество часов в игре (хотя бы примерное);Какое количество игр в среднем ты играешь в неделю? ;У меня ухудшается настроение, если я долго не играю в Доту 2;Почти все свое свободное время я трачу на Доту 2;Я часто играю больше, чем нужно, так как не могу остановиться (регаю новую игру);"Когда я играю в Доту я полностью над ней сосредоточен (не играю ""фо фан"")";С каждой неделей/месяцем я провожу в Доте все больше времени, чем раньше;Я часто регаю некст игру несмотря на дискомфорт (я могу играть голодный, не выспавшийся, в плохом самочувствии и т.д.);Я не рассказываю семье/друзьям о количестве часов, которое я провожу в Доте;Дота позволяет мне забыть о стрессе и жизненных проблемах ирл;Из-за количества часов, проводимых в игре я хуже учусь/работаю/выполняю иные задачи;Каждую игру в доте я играю на победу;Я часто играю в доту фо фан - мне интересен сам процесс игры (пробую разные сборки, новых героев, связки и тд);Если мне откровенно руинят игру тиммейты, я могу заруинить им в ответ;Я могу ливнуть из игры/встать в амулет, если что-то идет не так;У меня есть конкретная цель - апнуть птсы (например: взять 6к mmr или медаль властелина/дивайна/титана);Я играю в доту для того, чтобы побеждать;В доте слишком многое зависит не от меня и моей игры;Если я проигрываю, то это чаще всего связано с плохой игрой тиммейтов;Если бы у меня была сильная команда в каждой игре, я бы почти не проигрывал;Мой возможный птс намного больше, чем мой актуальный ;Я долгое время сижу на одном и том же рейтинге без видимого прогресса;У меня часто пропадает желание играть, когда мои тиммейты играют плохо;MMR - это всего лишь цифра, она не показывает реальный скилл игрока;Напиши трех героев, на которых у тебя сыграно больше всего игр, количество и винрейт на этих персонажах (например: Пудж, 152 игры, 56%):
2021/11/08 4:33:18 PM GMT+3;2821;М;15;1300;900;2500;6-10 игр (пару дней в неделю стабильно-дота);3;4;4;3;1;3;3;4;3;4;1;1;1;5;5;3;4;4;5;4;4;4;Антимаг 170,57%,войд ~100 52%,лега  60 48%
2021/11/08 4:33:24 PM GMT+3;2822;М;16;2320;2300;1500;11-20 игр (почти каждый день по несколько игр);3;4;1;3;1;1;2;4;2;4;2;1;2;4;4;1;1;1;4;1;1;3;Пудж 120 игр 56%, Мирана 100 игр 66%, земля 60 игр 59%.
2021/11/08 4:33:25 PM GMT+3;2823;М;23;3300;3050;2000;11-20 игр (почти каждый день по несколько игр);2;3;2;5;3;2;4;4;2;5;2;1;1;5;5;1;1;2;3;3;1;2;"Виверна 154 игры, 56%; Мереска 170 игр, 49.9%; мейден 120 игр, 56%"
2021/11/08 4:33:26 PM GMT+3;2824;М;34;1800;Дно;Больше 1000;6-10 игр (пару дней в неделю стабильно-дота);1;1;1;4;1;1;2;3;5;5;5;1;3;1;5;3;3;3;3;5;1;1;Тракса 345,63% фантом асасин 182, 56%%,винд рейнджер 128,38%
2021/11/08 4:33:26 PM GMT+3;2825;М;20;2980;2480;6500;11-20 игр (почти каждый день по несколько игр);1;3;4;3;2;4;1;4;4;4;2;3;1;4;5;1;3;3;4;5;5;4;"ПА, 215 игры, 54.9%
Дровка, 195 игр, 53.3%
АМ, 186 игры, 53.8%"
2021/11/08 4:33:26 PM GMT+3;2826;М;18;три сотни ;аккаунт бустит мой друг, там 1500;~750;11-20 игр (почти каждый день по несколько игр);3;3;4;4;3;3;5;4;3;4;2;3;1;1;3;3;2;3;2;5;4;3;(Shadow Fiend - 53 игры, 43.40%) (Huskar - 43 игры, 53.49%) (Templar Assassin - 27 игр, 48.15%)
2021/11/08 4:33:37 PM GMT+3;2827;М;13;1100ммр;940ммр;1150часов;11-20 игр (почти каждый день по несколько игр);3;3;5;4;3;4;3;4;2;4;2;4;1;5;5;2;2;4;3;4;2;1;"Пудж, 42 игры,винрейт50%; макака, 40 игр, винрейт 55%; земеля, 39 игр, винрейт 59% (моя проблема в том что я до сих пор не определился с ролью на которой мне нравится играть по этому постоянно пробую разные роли и разных героев, не задрачиваю одного героя по тому что не могу определиться какого, в большинстве игр я не могу понять какого героя лучше взять под союзный или вражеский пик)"
2021/11/08 4:33:38 PM GMT+3;2828;М;29;1600;520;1700;6-10 игр (пару дней в неделю стабильно-дота);3;3;4;5;2;1;1;1;3;5;1;2;1;1;5;1;2;1;2;5;3;1;"Viper 92 игры, 44%;  Disraptor 78 игр, 56%;   Lion 77 игр, 55%;"
2021/11/08 4:33:44 PM GMT+3;2829;М;18;3100;3030;3500;Больше 30 игр (по много пабликов каждый день);2;3;5;4;1;5;1;5;5;4;1;5;5;5;5;3;2;5;3;1;5;2;zxc, 426, 54%. инвокер, 233, 50%. фантом лансер, 101, 65.
2021/11/08 4:33:45 PM GMT+3;2830;М;25;2800;1250;2000;1-5 игр (по выходным чисто пару каток);3;2;1;1;1;1;5;4;1;3;5;1;1;1;3;3;1;1;3;3;3;3;Дазл 200 игр , 50%
2021/11/08 4:33:48 PM GMT+3;2831;М;22;~3300;3200;Более 6к;Больше 30 игр (по много пабликов каждый день);2;4;4;4;2;3;3;5;5;4;2;4;2;2;3;2;2;3;3;3;3;2;Meepo|240|54.4% Grimstroke|147|57.82% Sniper|193|52.45%
2021/11/08 4:33:51 PM GMT+3;2832;М;18;1110;960;1000;6-10 игр (пару дней в неделю стабильно-дота);4;3;2;5;1;5;1;5;2;4;2;2;1;2;4;3;3;3;2;5;1;4;dark willow, 261 игра, 57 wr. io, 54 игры, 55 wr. meppo, 51 игра, 49 wr.
2021/11/08 4:33:58 PM GMT+3;2833;М;21;3000;2300;5r;1-5 игр (по выходным чисто пару каток);1;1;1;3;3;2;3;4;1;3;3;1;2;3;4;3;3;3;2;5;3;2;"Lion, 103 игры, 55.34%
Сларк 69 игр, 45%
Пудж 65 игрн, 63%"
2021/11/08 4:34:09 PM GMT+3;2834;М;20;3000;2600;5500;11-20 игр (почти каждый день по несколько игр);3;3;5;3;1;4;1;5;5;3;4;1;1;2;2;2;2;4;1;5;1;1;"Инвокер, 667 игр, 52%
Пудж, 291 игра, 54%
Фантом Ассассин, 142 игры, 54%"
2021/11/08 4:34:12 PM GMT+3;2835;М;29;1200;940;1260,7;1-5 игр (по выходным чисто пару каток);3;1;3;2;1;4;3;4;4;2;4;1;1;1;3;2;2;1;3;5;1;3;"WD - 206 50.0%
Brist - 97 53.6%
OgreMagi - 86 48.8%"
2021/11/08 4:34:19 PM GMT+3;2836;М;20;2500;2200;4200;20-30 игр (каждый день по несколько игр);1;3;1;4;2;5;5;5;2;5;1;1;1;4;5;5;3;5;3;5;1;5;Оракл, 309 игр, 60%. Пудж,  210 игр, 48%, Тролль, 196 игр, 55%
2021/11/08 4:34:26 PM GMT+3;2837;М;19;5000;4770;8500;11-20 игр (почти каждый день по несколько игр);4;4;2;5;2;2;1;4;2;5;1;3;1;2;3;4;5;5;4;5;5;1;клокверк лич джагернаут
2021/11/08 4:34:31 PM GMT+3;2838;М;Мне 17 годиков;1200…;1100;Дай бог 1к;6-10 игр (пару дней в неделю стабильно-дота);2;2;2;1;2;1;3;4;2;1;5;3;3;1;1;2;1;5;1;4;5;5;"Лега около 50 игр вроде 50 проц винрейта 
АКС ХУЯКС 30 или даже 20 игр вроде чутка больше 50"
2021/11/08 4:34:43 PM GMT+3;2839;М;19;2500;2300;3000;11-20 игр (почти каждый день по несколько игр);2;2;1;5;2;4;4;2;4;5;4;1;1;5;5;2;2;2;4;4;2;1;Grimstroke 250 60%, enigma 80 60%, виверна 55 49%
2021/11/08 4:34:54 PM GMT+3;2840;М;18;5200;5200;5100;6-10 игр (пару дней в неделю стабильно-дота);2;1;1;3;1;4;3;4;3;4;2;1;1;1;1;1;1;1;2;1;3;4;Сларк 200+ игр, 60 проц, мк 270 игр, 61 проц, рики 93 игры, 71 проц.
2021/11/08 4:34:54 PM GMT+3;2841;М;16;3500;3100;4850;6-10 игр (пару дней в неделю стабильно-дота);4;2;3;1;1;1;1;5;5;5;5;1;1;1;5;5;3;5;3;4;1;5;Shadow Fiend 321, Invoker 132, Anti-mage 131.
2021/11/08 4:35:02 PM GMT+3;2842;М;27;4300;3100;8000;11-20 игр (почти каждый день по несколько игр);1;3;2;4;1;1;5;3;1;5;2;1;1;4;5;3;2;2;1;1;2;1;"Crystal Maiden
613
54.81%
Juggernaut
405
54.32%
Void Spirit
259
57.14%"
2021/11/08 4:35:18 PM GMT+3;2843;М;16;1280;1280;2000;6-10 игр (пару дней в неделю стабильно-дота);3;4;4;2;1;5;1;4;5;3;3;5;2;5;4;3;2;2;4;5;5;1;Течис, 150 игр, 56%, антимаг, 120 игр 52%, тинкер, 100 игр, 54%.
2021/11/08 4:35:21 PM GMT+3;2844;М;19;3900;3300;3300;11-20 игр (почти каждый день по несколько игр);1;2;2;3;1;1;5;4;1;3;3;2;1;3;3;2;3;3;2;2;2;2;"Tinker 644 65%
SF 200 54%
Kunkka 105 50%"
2021/11/08 4:35:27 PM GMT+3;2845;М;36;3500;3000;7000;20-30 игр (каждый день по несколько игр);3;3;3;3;2;2;2;4;4;4;2;2;1;3;4;3;3;4;3;4;4;3;вайпер 1090 51% сайленсер 520 53% дроу 434 55%
2021/11/08 4:35:35 PM GMT+3;2846;М;15;2000;1900;500;11-20 игр (почти каждый день по несколько игр);3;4;4;5;3;5;3;2;3;5;2;1;1;5;5;2;2;4;3;3;2;1;Dark willow, 350 игр, 62%. Rubick, 41 игра, 42%. Axe, 13 игр, 53%
2021/11/08 4:35:47 PM GMT+3;2847;М;19;2400;1730;2666;11-20 игр (почти каждый день по несколько игр);1;1;3;4;2;2;5;4;4;4;2;1;1;3;4;2;1;3;2;4;1;5;Pudge, 230 игры, 55%. Monkey King, 99 игры, 72%.  Phantom Assassin 60 игры, 60%
2021/11/08 4:36:02 PM GMT+3;2848;М;21;3600;2200 (примерно);4700 с учетом всех аккаунтов;20-30 игр (каждый день по несколько игр);2;4;5;4;3;2;4;5;5;2;3;5;5;1;5;4;2;5;1;5;5;1;"Бруда(353 игры, 62% винрейт); Вивер(242 игры, 53% винрейт); Скаймаг(97 игры, 47% винрейт)"
2021/11/08 4:36:04 PM GMT+3;2849;М;27;3800;3300;более 10 000;11-20 игр (почти каждый день по несколько игр);3;4;3;4;3;4;1;2;2;5;3;2;1;3;5;2;3;5;4;3;3;3;"-Манки кинг, 85, 52%
-шторм спир, 60, 55%
-Джагернаут, 55, 60%"
2021/11/08 4:36:26 PM GMT+3;2850;М;21;1200;900;1280;6-10 игр (пару дней в неделю стабильно-дота);2;1;2;3;1;1;1;4;4;3;5;1;1;3;4;4;2;4;4;3;4;5;Рики, 48, 64,5%. Дровка 34, 52,9%. Лина 33, 57,6%. Всего 836 игр.
2021/11/08 4:36:40 PM GMT+3;2851;М;21;1200;~1000;2500;1-5 игр (по выходным чисто пару каток);2;1;2;2;1;1;1;3;1;3;5;2;1;2;2;5;1;3;2;5;1;5;"Ogre Magi, 101 игра, 58%
Bounty Hunter, 78 игр, 55%
Wraith King, 62 игры, 56%"
2021/11/08 4:36:42 PM GMT+3;2852;М;21;2900-2970;2640;Приблизительно 7200-7500;1-5 игр (по выходным чисто пару каток);2;1;2;3;2;2;2;4;3;4;3;5;2;1;4;4;3;3;1;5;3;3;Инвокер, 242, 47%/// Энигма, 166, 49%/// Цмка, 161, 58%
2021/11/08 4:36:49 PM GMT+3;2853;М;20;2500;1100;2500;11-20 игр (почти каждый день по несколько игр);3;2;4;5;4;4;5;4;2;5;2;3;1;4;5;3;3;4;5;3;4;4;"jugger, 127 игр; 55%; мортред, 85 игр, 54%; void, 77 игр , 57%"
2021/11/08 4:36:53 PM GMT+3;2854;М;18;3100;2700;2000;1-5 игр (по выходным чисто пару каток);1;1;2;1;1;1;5;2;1;3;5;5;5;1;2;2;3;3;2;3;1;2;Вк, 150 игр, 71%  Врка, 170 игр, 56% Фурион 77 игр 44%
2021/11/08 4:36:53 PM GMT+3;2855;М;18;5000;4800;7000;1-5 игр (по выходным чисто пару каток);1;2;1;3;2;1;1;3;4;5;3;2;3;3;3;5;4;5;4;1;3;5;Спектра, 180 игр, 71%       Фантомка, 156 игр, 54%       Пудж, 140 игр, 52%
2021/11/08 4:36:56 PM GMT+3;2856;Ж;29;1350;150;5600;11-20 игр (почти каждый день по несколько игр);1;2;3;5;1;1;1;4;1;5;3;3;1;3;3;5;2;3;5;3;2;5;"Тракса, 220 игр, 55%
Спектра 180 игр 53%
Врка 170 игр 46%
Примерно"
2021/11/08 4:37:00 PM GMT+3;2857;М;19;3200;2900;3000;6-10 игр (пару дней в неделю стабильно-дота);3;2;1;5;2;1;1;5;1;5;1;1;4;5;5;1;2;3;2;1;4;1;шторм 119 игр 60% пудж 96 игр 53% бруда 59 игр 57.6%
2021/11/08 4:37:05 PM GMT+3;2858;М;18;2600;2560;3200;1-5 игр (по выходным чисто пару каток);1;1;2;4;1;3;2;3;2;5;2;2;1;3;4;2;2;4;3;2;2;3;"Пудж, 115, 55%; тинкер, 74, 54%; вк, 53, 68%"
2021/11/08 4:37:05 PM GMT+3;2859;М;18;2000;1720;1100 (без кастомок около 600);11-20 игр (почти каждый день по несколько игр);1;1;4;2;1;3;3;4;1;4;2;1;1;3;3;4;2;1;2;5;4;2;"Лион 54 игры, 57,41%
Гримстроук 45 игр, 48,89%
Лич 32 игры, 59.38%"
2021/11/08 4:37:07 PM GMT+3;2860;М;14;Ещё не прошел калибровку;Ещё не прошел калибровку;50;6-10 игр (пару дней в неделю стабильно-дота);3;4;2;4;3;1;5;4;2;4;2;1;4;5;4;4;3;5;5;4;3;4;Не могу ответить
2021/11/08 4:37:10 PM GMT+3;2861;М;20;нет;нет;400;20-30 игр (каждый день по несколько игр);1;4;1;1;1;4;1;5;4;5;5;1;1;1;5;3;2;5;1;1;1;5;"рубик 24 игры, 50%; дазл 23 игры, 43%; слардар 15 игр, 66%"
2021/11/08 4:37:10 PM GMT+3;2862;М;23;4500;-;3000;1-5 игр (по выходным чисто пару каток);1;2;2;5;1;2;2;3;2;5;3;1;1;1;3;3;2;5;2;2;2;3;"БХ, 160 игр, 60,63%; Silencer 154 62,34%; Slardar 115 42% (там очень близко sniper 109 56,77%; Legion 103 57,28%)"
2021/11/08 4:37:13 PM GMT+3;2863;М;21;1440;1200;1101;11-20 игр (почти каждый день по несколько игр);2;4;3;5;1;1;3;5;5;5;2;1;1;5;5;2;2;3;2;5;5;2;"Drow Ranger, 100 игр, 61%
Riki, 70 игр, 57% 
Lina, 65 игр, 41% (начинал играть в доту именно на лине, отсюда такой низкий винрейт, поэтому напишу еще одного персонажа которого пикаю часто именно в последнее время)
Zeus, 60 игр, 66%"
2021/11/08 4:37:30 PM GMT+3;2864;М;13;1400;Страж 5;1000;20-30 игр (каждый день по несколько игр);3;5;5;5;4;5;5;5;3;5;1;1;1;5;5;5;3;5;4;2;2;1;"Мирана 44 игр 63%;Зевс  41 игр 61%;Худвинк 29 игр 55%"
2021/11/08 4:37:41 PM GMT+3;2865;М;15;Без ранга, начал играть месяц назад;-;155;11-20 игр (почти каждый день по несколько игр);1;4;2;4;5;1;1;4;1;5;3;1;1;5;5;3;2;4;1;1;2;1;Viper(дотабафф пишет 10 игр с 60% винрейта, хотя игр больше) , SandKing(дотабафф пишет 7 игр с 57% винрейта, хотя игр больше), Shadow Fiend/Terror Blade (сф 4 матча 75% винрейта, тб 11 матчей 27%)
2021/11/08 4:37:41 PM GMT+3;2866;М;15;2300;1950;2500;11-20 игр (почти каждый день по несколько игр);1;2;1;5;1;1;1;2;1;4;2;1;1;3;4;2;2;2;3;2;2;3;Джаггернаут, 879 игр, 53%. Сларк, 155 игр, 51%. Феникс, 55 игр, 54%.
2021/11/08 4:37:45 PM GMT+3;2867;М;17;2800;2400;4500;6-10 игр (пару дней в неделю стабильно-дота);2;2;4;3;2;3;3;3;2;3;3;2;2;3;3;3;3;3;2;3;2;3;Оракл (179, 51.3%) венга (213, 49.75%) аппарат (158, 54%)
2021/11/08 4:37:55 PM GMT+3;2868;М;18;600;300;350;11-20 игр (почти каждый день по несколько игр);3;3;1;3;4;4;5;4;3;4;2;1;1;5;5;3;4;3;5;4;2;4;Вивер, 40 игр, 55%, Войд спирит, 25 игр, 53%, Дазл, 27 игр, 56%
2021/11/08 4:37:56 PM GMT+3;2869;М;20;350;200;557;20-30 игр (каждый день по несколько игр);1;3;5;4;5;5;5;5;5;4;1;2;1;5;3;5;1;5;4;3;5;1;"Mirana, 255 игр, 48% ; Luna 112 игр, 33%; Terrorblade 58 игр 22% ("
2021/11/08 4:38:01 PM GMT+3;2870;М;17;1550;1130;3,5k;6-10 игр (пару дней в неделю стабильно-дота);2;1;1;3;1;2;3;2;2;4;4;1;1;4;4;5;3;5;4;5;5;4;ликан 54 61%, никс 47 53%, виндра 35 63%
2021/11/08 4:38:07 PM GMT+3;2871;М;13;Пока что 50ч в матчах;Нет;100ч статистика Стима, 50ч в матчах;6-10 игр (пару дней в неделю стабильно-дота);3;1;2;3;2;3;3;3;1;3;3;2;1;1;3;3;3;4;2;3;4;4;Не знаю сколько у меня там игр на героях, но в последнее время играю на венге, шамане (60 процентов), хускаре(20)
2021/11/08 4:38:17 PM GMT+3;2872;М;21;1900;1230;1647;11-20 игр (почти каждый день по несколько игр);3;1;2;4;1;1;5;4;5;5;3;1;3;5;5;4;3;5;2;5;5;1;"Clinkz, 116 игр, 60,3%
Juggernaut, 82 игры, 54,9%
Slark, 60 игр, 48,3%"
2021/11/08 4:38:18 PM GMT+3;2873;М;17;2000;1700;3500;6-10 игр (пару дней в неделю стабильно-дота);2;1;1;3;1;4;2;5;4;2;4;1;1;1;4;2;2;5;2;4;4;2;"Темпларка, 35 игры  ,42.86%
Акс, 73 игры, 54.79%
Джагер 57 игры, 52.63%"
2021/11/08 4:38:25 PM GMT+3;2874;М;18;2500;2000;2000;6-10 игр (пару дней в неделю стабильно-дота);2;2;1;4;3;1;1;1;3;5;2;1;1;4;5;5;2;3;2;4;2;1;"СФ, 150+/- игр, 62%
Морф, 100+/- игр, 48%
Грим, 70+/- игр, 69%"
2021/11/08 4:38:26 PM GMT+3;2875;М;21;3060;2880;5300;11-20 игр (почти каждый день по несколько игр);2;2;3;2;1;1;3;4;2;4;2;1;1;4;4;2;3;4;3;4;4;2;"Огр Маги, 542 игры, 55,4%; Дазл, 235 игр, 52,3%; Венга, 104 игры, 64,4%"
2021/11/08 4:38:32 PM GMT+3;2876;М;15;3900;3300;3500;11-20 игр (почти каждый день по несколько игр);4;3;3;4;3;2;5;4;5;5;3;1;1;5;5;3;3;3;3;3;3;1;"рики(мидовый))), 600 игр(+-5 игр), 70%
клинкз, 101игра, 59%
разор, 108 игр 63%"
2021/11/08 4:38:39 PM GMT+3;2877;М;17;0;0;20;1-5 игр (по выходным чисто пару каток);2;1;1;2;1;4;3;3;1;3;3;1;2;4;3;1;1;2;3;4;2;1;ВК, 25, 56, Войд, 15,47, ФА, 20, 20
2021/11/08 4:38:43 PM GMT+3;2878;М;26;2000;хз;Во второй доте 400 за 6 лет;1-5 игр (по выходным чисто пару каток);1;1;1;5;1;3;1;3;1;4;4;1;1;3;3;2;2;3;1;1;5;2;Малая выборка получается, но стараюсь самые востребованные роли брать, (вечный сапорт, иногда тройка), беру простых в реализации героев с возможностью инициации
2021/11/08 4:38:44 PM GMT+3;2879;М;18;4590;4100;1k;20-30 игр (каждый день по несколько игр);1;3;5;3;4;2;1;5;4;5;1;3;1;4;5;1;3;4;2;5;4;5;пудж 359 игры 61%, сф 654 53%, сларк 241 игр 51%
2021/11/08 4:38:53 PM GMT+3;2880;М;19;2.5-3.5к на смурфе (около 2016 года);1850;3.5к~;20-30 игр (каждый день по несколько игр);3;3;4;4;3;4;2;3;4;4;2;4;3;3;4;4;4;4;2;2;4;3;"Зевс, 177игр, винрейт 75%; Вр 108 игр, вин 56.5%;  Тинкер, 56 игр, винрейт 50%"
2021/11/08 4:38:55 PM GMT+3;2881;М;32;5000;3000;8000;1-5 игр (по выходным чисто пару каток);1;1;3;5;1;1;1;1;1;4;1;3;1;3;5;3;4;5;3;2;4;3;Белка 400 66%, мирана 305 65%, квопа 244 65%  Рики 220 56% (не играл на нем после 2летнего перерыва)
2021/11/08 4:38:58 PM GMT+3;2882;М;16;недавно начал играть, ещё не заходил в рейтинг);получается 0;80;11-20 игр (почти каждый день по несколько игр);1;2;1;3;2;2;2;4;1;2;5;1;1;1;3;1;1;2;1;1;2;3;"пока играю только турбо, так как пробую персонажей, но 80% игр на шейкере я лучший игрок, думаю на нем винрейт 70%
немного на лине играю, на ней винрейт 60%
учусь играть на dark willow, на ней винрейт 60%
на линей и феечки не более 10 игр, на шейреке +- 30 каток, возможно больше)"
2021/11/08 4:39:02 PM GMT+3;2883;М;18;500;100;330;1-5 игр (по выходным чисто пару каток);2;2;2;2;3;2;3;3;1;3;4;4;1;1;3;2;3;3;4;3;2;3;"аппарат 45игр, 52%
войд спирит 33игры, 40%
од 23 игры, 50%"
2021/11/08 4:39:05 PM GMT+3;2884;М;18;3200;3000;1500;20-30 игр (каждый день по несколько игр);3;5;5;4;3;5;5;5;5;4;2;2;1;3;5;4;3;4;3;2;4;3;"Grimstroke, 249 games, 58.2%; Shadow Shaman, 208 games, 62%; Lion, 191 games, 52.4%"
2021/11/08 4:39:09 PM GMT+3;2885;М;18;2700;2700;5000;6-10 игр (пару дней в неделю стабильно-дота);2;4;4;4;1;5;1;3;1;5;1;2;2;3;3;5;1;1;5;5;5;1;Инвокер, 304 игр 54%, Мипо 270 игр 59% Тракса 128 игр 64%
2021/11/08 4:39:13 PM GMT+3;2886;М;16;590;560;600;20-30 игр (каждый день по несколько игр);2;4;1;3;3;1;1;5;3;5;3;2;1;5;5;2;2;4;3;1;4;2;"Пудж, 84 игры, 58,3%
Брюхо, 45 игр, 46,7% (больше не играю)
ШД, 29 игр, 27,6% (больше не играю)"
2021/11/08 4:39:14 PM GMT+3;2887;М;17;250;10;700;20-30 игр (каждый день по несколько игр);3;2;3;2;2;3;1;3;5;3;4;5;5;2;2;3;3;1;3;5;4;2;"Пудж, 45 игры, ~55%
Огр Маг, 51 игра, ~45%
Лега, 24 игры, ~65%"
2021/11/08 4:39:16 PM GMT+3;2888;М;19;1000;930;1300;6-10 игр (пару дней в неделю стабильно-дота);1;2;2;3;1;1;1;2;1;3;1;1;1;3;3;1;2;2;3;2;1;2;"MK(Monkey King) - 99 игр,60.6%
Pudge - 63 игры, 58.7%
Storm Spirit - 40 игры, 47.5%"
2021/11/08 4:39:23 PM GMT+3;2889;М;16;1110;1110;2000;6-10 игр (пару дней в неделю стабильно-дота);4;3;3;4;2;2;4;1;2;5;3;2;1;5;5;2;3;5;5;1;4;2;Ого 27 игр 59% Лич 23 игр 43% дазл 21 игр 52%
2021/11/08 4:39:28 PM GMT+3;2890;М;19;2600;2500;2700;6-10 игр (пару дней в неделю стабильно-дота);3;3;3;4;3;2;4;4;5;4;2;1;1;4;5;2;2;5;4;1;1;5;"БХ, 82 игры, 52%; Шейкер, 71, 52%; Минер(не герой), 70, 53% Сикер, 56, 70%"
